1601,7022,8912,13351,15054,18286,18662,19829,21726,25463,27270,28898,30621,33205
2845,5678,10166,14720,17648,21145,23406,30327,31718,35298,39749,42385,45856,49710
4926,7797,12244,15240,20328,23157,27050,33756,41820,45206,50523,53635,57861,62381
2239,2482,5232,6716,11094,14687,16804,18677,20427,26365,27824,35581,38022,39395
